Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2022-02-14,216.87155151367188,220.15899658426008,213.96266523809325,218.47542535473542,38184000
2022-02-15,220.15899658203125,220.3084196849427,214.24159849517687,219.63101468411404,42685500
2022-02-16,215.71597290039062,216.63248531287095,211.5518867512737,211.60169952162727,45817500
2022-02-17,206.91958618164062,216.67232458619048,206.37167611380676,213.20557164901393,38747500
2022-02-18,205.37548828125,209.94801797837036,204.39920660069666,208.59319267543947,37128400
2022-02-22,201.31101989746094,206.69046501271862,199.29870241625707,201.57002503831916,39852400
2022-02-23,197.69480895996094,206.15250631370714,197.29633721308934,203.38308663099806,44481400
2022-02-24,206.8100128173828,207.55715879547924,189.4961451540631,190.3329450013574,49957200
2022-02-25,209.6790313720703,210.51584637353537,202.4068078830166,204.16012007587383,37627600
2022-02-28,210.22694396972656,212.33887164491543,206.04292971479327,206.88968599931562,34239800
2022-03-01,202.71563720703125,210.94419882961213,201.450465855133,209.07134818592553,27094900
2022-03-02,207.31805419921875,208.35408987183882,201.25123286843714,204.0007244309743,29452100
2022-03-03,202.19761657714844,208.28436611288225,200.65351192686592,208.2245968697668,27263500
2022-03-04,199.29869079589844,205.1065071832129,198.03351938784357,201.59989790770308,32130900
2022-03-07,186.756591796875,200.1255207115442,186.56731240199014,200.02589517716618,38560600
2022-03-08,189.56585693359375,195.9514677382991,185.40177095157821,187.13515496554908,37508100
2022-03-09,197.74464416503906,198.34236705388815,193.1820707022827,194.99515231792705,31894700
2022-03-10,194.4671630859375,195.53308345032522,190.3429178690285,194.09856073127446,24853000
2022-03-11,186.8960723876953,192.82342730868817,185.95964701718134,191.9069300866831,34694500
2022-03-14,185.9197998046875,191.55824958934522,185.11288462494136,186.31827155741647,31010500
2022-03-15,191.29925537109375,191.54830403092183,185.20254904273375,190.07394022094223,31721700
2022-03-16,202.85511779785156,202.95472814062686,193.779784091432,193.9590918288618,40640300
2022-03-17,207.049072265625,207.24830813609807,200.34468717954545,200.9324383176939,29499700
2022-03-18,215.6661834716797,215.9750013785163,205.21609620712425,205.913429416227,52128000
2022-03-21,210.68519592285156,213.89294366711832,206.83988425926785,213.68373611826487,30142300
2022-03-22,215.8255615234375,218.62488121550024,209.3801810209909,210.56565506837757,31998800
2022-03-23,212.647705078125,215.97499137945934,211.35264906362102,212.51819491645765,23717300
2022-03-24,218.7344512939453,219.83025621184717,213.97262721542165,214.18183476560384,31502300
2022-03-25,220.9759063720703,224.64189541779584,218.05704811924969,219.67087860125665,40039000
2022-03-28,222.73915100097656,223.18743553895305,218.70455975774112,221.28471537103297,26224100
2022-03-29,228.98529052734375,230.0113697455367,224.4326739256313,225.20971969545747,31417900
2022-03-30,226.98294067382812,230.27037062059532,225.84727946295587,228.03890449437495,25588000
2022-03-31,221.5138397216797,227.6205177005303,221.41421417785642,227.58066140271146,24192300
2022-04-01,223.99436950683594,226.4151151708021,221.85254192357277,223.69550807652902,19544800
2022-04-04,232.9999542236328,233.45821042763177,225.00051280726413,225.1200512949494,28054800
2022-04-05,230.95774841308594,235.95864947461757,230.1408767596193,233.18922975067238,29727200
2022-04-06,222.4502410888672,228.11859038393496,220.5674340394304,226.0465039421083,28995100
2022-04-07,222.10157775878906,224.66180511637518,217.72828417660799,223.07784418741713,21037200
2022-04-08,221.4839324951172,224.2732802295399,219.19268202752988,221.5337452619452,18375700
2022-04-11,215.6363067626953,219.7705085975338,214.40101988928777,217.58883981984417,20516600
2022-04-12,213.3251190185547,221.18509409864447,212.3189679071651,219.4019123862364,20128800
2022-04-13,214.17189025878906,215.78572070482386,210.52581424297642,211.0139550868608,19231800
2022-04-14,209.38018798828125,214.1718971091547,209.2008802444194,214.07227156208194,18379500
2022-04-18,209.9679412841797,212.5680098128948,207.50733939222343,209.20086718164444,16580800
2022-04-19,216.48304748535156,217.59878058029162,208.2046727382572,209.7188927961925,20089900
2022-04-20,199.65731811523438,213.34503726859575,198.1630262286513,212.79712720337065,43036500
2022-04-21,187.35430908203125,202.19760122371676,184.87377927603202,200.83281960713538,49954100
2022-04-22,183.40939331054688,191.98662965356405,182.57259347238025,189.64556620077488,36426800
2022-04-25,186.27842712402344,186.46769132270785,180.9687082701282,182.03462854997284,29281100
2022-04-26,180.2614288330078,186.4776892645861,178.81694955087553,185.91982266189157,31747400
2022-04-27,174.2842254638672,180.52041278841438,168.35687120421807,173.76620006549825,71062900
2022-04-28,204.9470977783203,207.7364455212143,192.16592004842056,202.14779356231938,100890600
2022-04-29,199.70712280273438,211.6714138848514,199.13928461246624,203.68194453244368,49193400
2022-05-02,210.3265838623047,211.07372985884027,200.22517059717276,200.4044783399937,49915300
2022-05-03,211.22312927246094,214.08220276743384,207.2981203123787,209.6491400589866,41556300
2022-05-04,222.55982971191406,223.44644225995125,206.17243228319626,209.84837743131277,41375900
2022-05-05,207.48741149902344,219.33216476646174,205.3754837967292,217.90761377501096,41129200
2022-05-06,202.9945831298828,208.58323558794535,200.25504790927812,206.55099003916428,34747200
2022-05-09,195.46336364746094,201.79916238127427,194.8357561386939,199.07953997709998,36303200
2022-05-10,196.89785766601562,202.1876637890016,193.45103284392934,198.750780239985,34452500
2022-05-11,188.0217742919922,199.90636857463943,187.55356161389517,195.58288765845126,31153400
2022-05-12,190.51226806640625,197.29635111989037,184.07684401582995,186.34816657468656,38262200
2022-05-13,197.86416625976562,199.12933765587084,190.55210155606053,191.84715757405837,24549800
2022-05-16,199.27874755859375,204.58846623998915,195.1843874226964,196.30013563539498,27112600
2022-05-17,201.84893798828125,204.67814210672302,197.6051546117027,201.35084070555368,24872700
2022-05-18,191.50848388671875,200.23514440962325,190.90080448222272,199.23894966131667,23960000
2022-05-19,190.5620574951172,194.54683587733132,188.8785013972392,190.47240362969094,24446900
2022-05-20,192.80348205566406,197.15686247488324,187.1550609120005,194.22804813356387,31465600
2022-05-23,195.48324584960938,196.24036341112662,190.51224493735393,194.44721024006208,25059200
2022-05-24,180.59014892578125,182.98100979353063,175.43982486596843,179.86293115195522,50406300
2022-05-25,183.13046264648438,184.74429310038516,178.63763028863556,179.71350712408685,28030200
2022-05-26,190.90078735351562,192.09621790407758,181.56643306292108,182.18408408794534,23056500
2022-05-27,194.387451171875,194.58668704559057,189.07773229341558,190.631793389409,22562700
2022-05-31,192.90313720703125,196.84807482773817,191.27933501456894,194.14838055690123,26131100
2022-06-01,187.92213439941406,198.77069215774998,184.29598694008135,195.76218043906644,36623500
2022-06-02,198.103271484375,200.1753582095119,187.0156200101979,187.7328813843116,31951600
2022-06-03,190.05401611328125,195.86183280805713,189.0578214527857,195.23422530771322,19465000
2022-06-06,193.51080322265625,196.17064101043297,187.68305866693552,193.25179809600863,30574200
2022-06-07,194.9054718017578,195.78212793374405,190.76131372492205,191.19962659019154,18828700
2022-06-08,195.8917236328125,201.26121241482693,193.6702137257878,193.9292188734548,22267200
2022-06-09,183.2998046875,198.69100807356122,182.98101512213117,193.54068386376554,23501600
2022-06-10,174.90188598632812,182.40322979809716,174.353975938839,182.34344535596165,27450800
2022-06-13,163.6349334716797,171.92328054651028,163.4058129503524,169.94084765127099,31749300
2022-06-14,163.10693359375,166.11544546802398,160.74595731399802,165.39818415759146,27244300
2022-06-15,168.70555114746094,171.50485536806903,163.35597614010638,166.56372376960553,30008300
2022-06-16,160.25782775878906,164.45181390470017,159.00262797770844,163.09698857877908,26944100
2022-06-17,163.11691284179688,165.26868167228224,159.29151394162864,161.06473915233133,31374200
2022-06-21,156.45237731933594,167.12161381508136,155.3764852423262,165.29857572909745,50724900
2022-06-22,155.25692749023438,160.17811582374566,154.84848407447623,157.77729849854077,47267800
2022-06-23,158.1458740234375,159.1420685054749,153.6629988542692,155.67531596418675,40499200
2022-06-24,169.51248168945312,169.6021355578739,160.68619667001295,161.11455306406137,68736000
