Price,Close,High,Low,Open,Volume
Ticker,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B
Date,,,,,
2022-02-14,314.2799987792969,320.42999267578125,312.1700134277344,319.6099853515625,8129100
2022-02-15,316.20001220703125,317.94000244140625,314.69000244140625,316.6400146484375,3681400
2022-02-16,315.6499938964844,316.8999938964844,314.2799987792969,315.0,3974100
2022-02-17,313.54998779296875,315.44000244140625,312.29998779296875,314.9800109863281,3632400
2022-02-18,314.79998779296875,315.67999267578125,313.0799865722656,313.8299865722656,4224500
2022-02-22,314.1600036621094,315.42999267578125,310.54998779296875,313.44000244140625,5102000
2022-02-23,309.989990234375,316.79998779296875,309.3800048828125,316.0799865722656,5030600
2022-02-24,308.2799987792969,308.80999755859375,299.510009765625,301.7799987792969,8834700
2022-02-25,319.239990234375,321.42999267578125,310.7799987792969,311.1600036621094,7484400
2022-02-28,321.45001220703125,322.0,315.19000244140625,317.3500061035156,7981000
2022-03-01,316.8399963378906,321.20001220703125,313.5899963378906,320.260009765625,6441400
2022-03-02,323.6400146484375,325.75,318.1199951171875,319.4800109863281,4506100
2022-03-03,327.739990234375,329.4700012207031,323.8900146484375,326.6300048828125,4594300
2022-03-04,325.3399963378906,325.6099853515625,320.1199951171875,322.6600036621094,4901900
2022-03-07,322.7200012207031,326.44000244140625,320.3500061035156,325.67999267578125,5875800
2022-03-08,318.5199890136719,327.2900085449219,318.0299987792969,325.29998779296875,7905000
2022-03-09,325.3999938964844,327.4700012207031,322.5799865722656,326.5899963378906,5874500
2022-03-10,325.29998779296875,325.70001220703125,321.5799865722656,322.489990234375,3843600
2022-03-11,326.6000061035156,331.489990234375,326.2300109863281,326.5299987792969,5135700
2022-03-14,329.9800109863281,333.4800109863281,327.6499938964844,328.6499938964844,5967200
2022-03-15,332.54998779296875,334.5799865722656,329.3800048828125,332.70001220703125,6928300
2022-03-16,336.1099853515625,337.3399963378906,331.7099914550781,335.1099853515625,5925800
2022-03-17,344.9700012207031,345.1300048828125,336.20001220703125,337.0,7219800
2022-03-18,342.4100036621094,346.8699951171875,339.2699890136719,344.1199951171875,8881500
2022-03-21,349.6600036621094,351.2099914550781,344.29998779296875,344.989990234375,6298300
2022-03-22,349.92999267578125,354.95001220703125,348.8999938964844,351.010009765625,5772700
2022-03-23,348.1600036621094,350.7900085449219,346.25,349.1300048828125,5642400
2022-03-24,352.3699951171875,352.57000732421875,349.1300048828125,351.5,3946300
2022-03-25,358.760009765625,359.010009765625,353.6000061035156,353.8999938964844,4583000
2022-03-28,359.57000732421875,361.3800048828125,355.5299987792969,360.5899963378906,4172900
2022-03-29,355.1199951171875,362.1000061035156,352.54998779296875,361.3900146484375,5004800
2022-03-30,357.6099853515625,357.8500061035156,351.8399963378906,354.6600036621094,3911200
2022-03-31,352.9100036621094,360.0,352.32000732421875,359.0,6065400
2022-04-01,351.8800048828125,354.5799865722656,349.0199890136719,353.6499938964844,4123800
2022-04-04,345.42999267578125,352.239990234375,344.30999755859375,352.0,5090000
2022-04-05,344.79998779296875,349.44000244140625,344.2799987792969,345.7699890136719,4244700
2022-04-06,344.7099914550781,346.9700012207031,340.54998779296875,341.1700134277344,4547400
2022-04-07,346.510009765625,347.6700134277344,342.3999938964844,346.2200012207031,3815700
2022-04-08,353.1000061035156,353.8500061035156,347.7300109863281,348.92999267578125,4490500
2022-04-11,352.0199890136719,354.3299865722656,349.3399963378906,352.9800109863281,3128900
2022-04-12,349.739990234375,354.0,348.3900146484375,352.260009765625,3548800
2022-04-13,346.2200012207031,350.7200012207031,345.25,349.4599914550781,3434200
2022-04-14,344.3299865722656,347.55999755859375,344.1400146484375,346.1600036621094,3283500
2022-04-18,346.6499938964844,347.19000244140625,343.5899963378906,344.45001220703125,2517100
2022-04-19,348.5,349.1300048828125,345.8500061035156,347.0,3392000
2022-04-20,348.82000732421875,350.5899963378906,347.70001220703125,350.0,3711200
2022-04-21,343.6000061035156,350.8599853515625,342.9599914550781,350.8599853515625,4032100
2022-04-22,335.55999755859375,343.2099914550781,335.1099853515625,342.94000244140625,4966500
2022-04-25,336.95001220703125,337.8500061035156,328.5299987792969,332.29998779296875,5695100
2022-04-26,330.6499938964844,337.3900146484375,330.3599853515625,333.5299987792969,4588900
2022-04-27,329.5799865722656,333.1400146484375,328.42999267578125,330.6000061035156,3726700
2022-04-28,331.2699890136719,332.05999755859375,327.8299865722656,331.5299987792969,3845800
2022-04-29,322.8299865722656,330.6400146484375,320.5,330.19000244140625,5685200
2022-05-02,318.19000244140625,324.3699951171875,311.739990234375,324.1099853515625,6797200
2022-05-03,318.989990234375,323.5799865722656,317.6700134277344,319.4200134277344,3874700
2022-05-04,326.79998779296875,327.2799987792969,318.0,319.1000061035156,4269600
2022-05-05,318.67999267578125,325.8500061035156,315.1600036621094,325.8500061035156,5257600
2022-05-06,318.8800048828125,320.3699951171875,314.19000244140625,317.989990234375,4198800
